ticker,cik,entity,revenue,concept,period,market_cap,as_of,rev_per_cap
ALDA,0001062506,"ATLANTICA, INC.",0.0,Revenues,CY2025,122929.5018317923,2025-11-11,0.0
ALDF,0002031561,,,,,312421519.57938194,2025-10-28,
ALDS,0001755101,"APPLIFE DIGITAL SOLUTIONS, INC.",315130.0,Revenues,CY2025,494747935.29700637,2025-08-07,0.0006369506116499943
ALDX,0001341235,,,,,313253926.3824177,2025-11-03,
ALEC,0001653087,"Alector, Inc.",21045000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,153842738.14952803,2025-10-30,0.1367955371383551
ALG,0000897077,ALAMO GROUP INC.,1603715000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2142298862.5080872,2025-10-30,0.7485953655049126
ALGM,0000866291,"ALLEGRO MICROSYSTEMS, INC.",890096000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,5719601486.755062,2025-10-26,0.15562203102107797
ALGN,0001097149,"ALIGN TECHNOLOGY, INC.",4034964000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,10034287391.333984,2025-10-30,0.4021176434995033
ALGS,0001799448,"Aligos Therapeutics, Inc.",2186000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,16510906900.0,2021-11-02,0.0001323973306396634
ALGT,0001362468,Allegiant Travel Co,2324348000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1188908308.5800934,2025-10-23,1.9550271313823653
ALH,0001317685,Alliance Laundry Holdings Inc.,1709237000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,,,
ALHC,0001832466,"ALIGNMENT HEALTHCARE, INC.",3948719000.0,Revenues,CY2025,3423963381.233177,2025-10-23,1.1532597053003022
ALIS,0002026767,,,,,,,
ALIT,0001809104,"Alight, Inc. / Delaware",2262000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,102582989252.58981,2021-09-30,0.022050439517123873
ALK,0000766421,"ALASKA AIR GROUP, INC.",14239000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,4816517591.054935,2025-10-29,2.9562852685193475
ALKS,0001520262,Alkermes plc.,1475899000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,4958942640.293404,2025-10-23,0.29762372889892436
ALKT,0001529274,"ALKAMI TECHNOLOGY, INC.",443639000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2457093817.3441486,2025-12-29,0.18055435932825942
ALL,0000899051,ALLSTATE CORP,67685000000.0,Revenues,CY2025,54195141561.28732,2025-10-12,1.2489126894051468
ALLE,0001579241,Allegion plc,4067300000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,15278105269.193115,2025-10-20,0.26621756614030756
ALLO,0001737287,"Allogene Therapeutics, Inc.",0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,261819602.58187687,2025-11-09,0.0
ALLR,0001860657,"Allarity Therapeutics, Inc.",320000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,18566937.441152573,2025-11-12,0.01723493715720386
ALLT,0001365767,ALLOT LTD.,101993000.0,Revenues,CY2025,225721971.5379877,2025-03-31,0.4518523354419451
ALLY,0000040729,ALLY FINANCIAL INC.,1244000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,12303087374.812225,2025-10-29,0.10111283144642273
ALM,0001670061,,,,,,,
ALMU,0001828805,"AELUMA, INC.",4665000.0,Revenues,CY2025,256511186.4797516,2025-12-06,0.01818634136008039
ALNT,0000046129,ALLIENT INC,554478000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,909713676.8518066,2025-11-04,0.6095082596964463
ALNY,0001178670,"ALNYLAM PHARMACEUTICALS, INC.",3713937000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,60820662960.0,2025-10-23,0.061063737540028945
ALOT,0000008146,"AstroNova, Inc.",150515000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,54981509.74348736,2025-12-04,2.7375566931904545
ALOY,0001567900,BLACKBOXSTOCKS INC.,2431233.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,28876698.2263155,2025-11-11,0.08419359377397252
ALP,0001095435,,,,,13261580.43115139,2025-10-19,
ALRM,0001459200,"ALARM.COM HOLDINGS, INC.",1011187000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2450336995.0509644,2025-10-29,0.41267262504803687
ALRS,0000903419,,,,,538655648.2189865,2025-10-30,
ALRTF,0001930419,,,,,3177334.148981046,2025-03-31,
ALSAF,0001865111,,,,,45187296.0,2025-11-12,
ALSN,0001411207,"ALLISON TRANSMISSION HOLDINGS, INC.",3010000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,6804728606.699814,2025-10-20,0.4423394633308973
ALT,0001326190,"ALTIMMUNE, INC.",41000.0,Revenues,CY2025,347733581.8701205,2025-11-06,0.00011790635744612557
ALTB,0001642365,,,,,1737450042.4861908,2023-05-14,
ALTG,0001759824,ALTA EQUIPMENT GROUP INC.,1835900000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,191967171.23480797,2025-11-03,9.563614383598887
ALTO,0000778164,"ALTO INGREDIENTS, INC.",917927000.0,Revenues,CY2025,89780293.53660285,2025-11-05,10.224147904191993
ALTX,0000775057,ALTEX INDUSTRIES INC,18000.0,Revenues,CY2025,3256560.706293583,2025-11-06,0.00552730368735748
ALUR,0001964979,"Allurion Technologies, Inc.",15230000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,,,
ALV,0001034670,"AUTOLIV, INC.",10815000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,9449591567.691193,2025-10-08,1.1444939098719604
ALVO,0001898416,,,,,2918460919.615946,2025-03-31,
ALX,0000003499,ALEXANDERS INC,213183000.0,Revenues,CY2025,1122020552.5689697,2025-12-29,0.18999919343001145
ALXO,0001810182,,,,,84075283.18886876,2025-11-03,
ALZN,0001677077,,,,,6813498.609552383,2025-12-09,
AM,0001623925,ANTERO MIDSTREAM CORPORATION,1188426000.0,Revenues,CY2025,8536457913.013458,2025-10-23,0.13921769568948456
AMAL,0001823608,,,,,820773473.171421,2025-11-02,
AMAT,0000006951,APPLIED MATERIALS INC /DE,28368000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,182231955176.25,2025-10-25,0.1556697340626303
AMBA,0001280263,"AMBARELLA, INC.",390702000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3166670478.1076508,2025-11-29,0.12337943044628912
AMBP,0001845097,,,,,1805052738.319785,2025-03-31,
AMBQ,0001500412,"Ambiq Micro, Inc.",72514000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,439105107.5687599,2025-11-27,0.16514041570023177
AMBR,0001697818,Amber International Holding Limited,32806000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,,,
AMC,0001411579,"AMC ENTERTAINMENT HOLDINGS, INC.",4848900000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1333653209.68189,2025-11-06,3.635802744520508
AMCI,0001937891,AMC ROBOTICS CORPORATION,5980847.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,46142627.349357605,2025-08-17,0.1296165247530766
AMCR,0001748790,AMCOR PLC,15009000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,97516723745.44995,2025-11-11,0.15391206168060284
AMD,0000002488,"ADVANCED MICRO DEVICES, INC.",34639000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,418709916046.9729,2025-10-28,0.08272791895407136
AME,0001037868,"AMETEK, Inc.",7401116000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,43696488527.18445,2025-10-23,0.16937553220999943
AMG,0001004434,"AFFILIATED MANAGERS GROUP, INC.",2074400000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,7289398813.914612,2025-11-03,0.2845776521433033
AMGN,0000318154,Amgen Inc.,36751000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,157077831351.65005,2025-10-29,0.23396681558281485
AMIX,0001617867,"Autonomix Medical, Inc.",0.0,Revenues,CY2025,117712863.27306938,2025-10-21,0.0
AMKR,0001047127,"Amkor Technology, Inc.",6707981000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,7977777513.7117,2025-10-20,0.8408333008122557
AMLIF,0001699880,,,,,419614408.96684647,2023-05-29,
AMLX,0001658551,"Amylyx Pharmaceuticals, Inc.",0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1263502518.2429352,2025-10-26,0.0
AMN,0001142750,"AMN HEALTHCARE SERVICES, INC.",2730429000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,750388909.9760914,2025-11-03,3.6386851720489792
AMOD,0001862463,"ALPHA MODUS HOLDINGS, INC.",7138.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1779102283.2258148,2025-11-09,4.012135821138733e-06
AMP,0000820027,"AMERIPRISE FINANCIAL, INC.",18911000000.0,Revenues,CY2025,45075948229.36203,2025-10-23,0.41953637677846034
AMPG,0001518461,"AmpliTech     Group, Inc.",25195930.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,56577386.25,2025-11-10,0.4453357015940269
AMPH,0001297184,"Amphastar Pharmaceuticals, Inc.",719887000.0,Revenues,CY2025,1146568591.7254143,2025-10-30,0.627862131577037
AMPX,0001899287,"AMPRIUS TECHNOLOGIES, INC.",71911000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1537182031.9587355,2025-10-30,0.04678105683317693
AMPY,0001533924,AMPLIFY ENERGY CORP.,263361000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,179264607.84354162,2025-10-30,1.469118768997927
AMR,0001704715,"ALPHA METALLURGICAL RESOURCES, INC.",2122605000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2166804151.4767914,2025-10-29,0.9796016859914786
AMRX,0001723128,"Amneal Pharmaceuticals, Inc.",3018760000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3275847288.7193985,2025-10-29,0.921520368301448
AMRZ,0002035989,Amrize Ltd,11815000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,30524598628.567364,2025-12-29,0.3870648765531212
AMS,0000744825,AMERICAN SHARED HOSPITAL SERVICES,28082000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,13410599.627494812,2025-11-09,2.094015240185491
AMSC,0000880807,AMERICAN SUPERCONDUCTOR CORP /DE/,299155000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,2552947091.6519165,2025-10-23,0.11718025844649527
AMSF,0001018979,"AMERISAFE, INC.",317252000.0,Revenues,CY2025,768741584.2667694,2025-10-16,0.41269004629507194
AMST,0001807166,AMESITE INC.,110459.0,Revenues,CY2025,9694151.036694527,2025-12-28,0.011394396433673048
AMT,0001053507,American Tower Corporation,935900000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,90409947380.3936,2025-10-20,0.0103517370280315
AMTB,0001734342,,,,,731866502.297018,2025-10-27,
AMTM,0002011286,"Amentum Holdings, Inc.",14393000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,5328897232.677488,2025-10-30,2.700934052873127
AMTX,0000738214,"AEMETIS, INC",197626000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,144189377.87066174,2025-10-29,1.3706002683309382
AMUB,0001114446,,,,,78943033681.88155,2025-03-31,
AMX,0001129137,,,,,867420016288.7573,2025-03-31,
AMZE,0001880343,"AMAZE HOLDINGS, INC.",1967148.0,Revenues,CY2025,466606191.88240814,2025-08-18,0.0042158634716440956
AMZN,0001018724,"AMAZON.COM, INC.",716924000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2367930419878.2183,2025-10-21,0.3027639638317038
AN,0000350698,"AUTONATION, INC.",27631400000.0,Revenues,CY2025,8246305802.830368,2025-10-21,3.350761014770531
ANAB,0001370053,"ANAPTYSBIO, INC.",234603000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,680699498.7239971,2025-10-30,0.34464987919011875
ANDE,0000821026,"THE ANDERSONS, INC.",1531075000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1593523196.2812195,2025-10-23,0.9608112411372776
ANEB,0001815974,,,,,49301679.15907264,2025-12-24,
ANET,0001596532,"ARISTA NETWORKS, INC.",9005700000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,203649896149.1705,2025-10-29,0.04422148093512142
ANF,0001018840,Abercrombie & Fitch Co.,5266292000.0,Revenues,CY2025,4713100747.058884,2025-12-02,1.1173731016223925
ANG-PD,0001039828,American National Group Inc.,7487000000.0,Revenues,CY2025,254799.99542236328,2025-11-10,29383.830983157393
ANGH,0001871983,,,,,445318865.1572571,2025-03-31,
ANGO,0001275187,"AngioDynamics, Inc.",320174000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,535597972.0,2025-12-30,0.5977879244098407
ANIK,0000898437,"Anika Therapeutics, Inc.",112819000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,141008916.3499546,2025-10-21,0.8000841572316382
ANIX,0000715446,"ANIXA BIOSCIENCES, INC.",210000.0,Revenues,CY2024,166559588.01647902,2025-12-09,0.001260810035020158
ANKM,0001781629,"ANKAM, INC.",325000.0,Revenues,CY2025,9116126.0,2025-11-29,0.03565110881530159
ANNA,0001845123,"AleAnna, Inc.",25035737.0,Revenues,CY2025,51407024.72454357,2024-11-26,0.4870100367440062
ANNX,0001528115,,,,,193203469.47649956,2022-07-31,
ANPA,0002031688,RICH SPARKLE HOLDINGS LIMITED,6249472.0,Revenues,CY2025,273399996.7575073,2025-12-29,0.02285834701579379
ANRO,0001999480,,,,,301362883.8686743,2025-11-06,
ANTX,0001880438,,,,,33611183.471205235,2025-11-02,
ANVI,0001570132,,,,,295077004.57572937,2025-12-25,
ANVS,0001477845,"ANNOVIS BIO, INC.",0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,38777599.87583518,2025-11-06,0.0
ANY,0001591956,Sphere 3D Corp.,11181000.0,Revenues,CY2025,207591696.399292,2025-10-29,0.053860535820729166
AOMR,0001766478,,,,,217926904.15314102,2025-11-04,
AON,0000315293,Aon plc,17181000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,73981486746.7803,2025-10-22,0.2322337757121071
AORT,0000784199,"ARTIVION, INC.",441330000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2153934059.6965485,2025-10-30,0.2048948518239113
AOS,0000091142,A. O. Smith Corporation,3830200000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2908873329.524185,2015-11-03,1.3167297321353348
AOSL,0001387467,Alpha and Omega Semiconductor Limited,696162000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,861090515.6189976,2025-10-29,0.8084655298979362
AOUT,0001808997,"American Outdoor Brands, Inc.",190536000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,89581709.75466919,2025-11-27,2.1269520365463763
AOXY,0000352991,"ADVANCED OXYGEN TECHNOLOGIES, INC.",43445.0,Revenues,CY2025,263435.5941117555,2025-12-08,0.16491697010985396
AP,0000006176,AMPCO-PITTSBURGH CORP,416280000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,39211866.83432937,2025-11-06,10.616173969956296
APA,0001841666,,,,,8064507135.963287,2025-10-29,
APCX,0001070050,AppTech Payments Corp.,1395000.0,Revenues,CY2025,11216348.665697634,2025-11-12,0.12437202529788101
APD,0000002969,"AIR PRODUCTS AND CHEMICALS, INC.",12037300000.0,Revenues,CY2025,59372859807.528076,2025-09-28,0.20274078154601122
APEI,0001201792,"American Public Education, Inc.",648862000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,620425384.3168259,2025-10-30,1.0458340622450302
APG,0001796209,APi Group Corporation,7911000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,13990488112.441818,2025-10-22,0.5654556107277418
APH,0000820313,AMPHENOL CORPORATION,23094700000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,155874996005.7967,2025-10-20,0.1481616717997616
APHD,0001490054,,,,,202082.15609497522,2024-06-13,
APHP,0001771995,American Picture House Corporation,853017.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,18207566.85880758,2025-11-12,0.04684958768048508
APLD,0001144879,APPLIED DIGITAL CORPORATION,611311000.0,Revenues,CY2025,6857897783.030033,2026-01-06,0.08913970714359404
APLE,0001418121,"APPLE HOSPITALITY REIT, INC.",1412386000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2765671509.2308903,2025-10-26,0.5106846548065908
APLM,0001944885,,,,,7237962.816865921,2025-07-02,
APO,0001858681,"APOLLO GLOBAL MANAGEMENT, INC.",32049000000.0,Revenues,CY2025,70902712057.56294,2025-11-03,0.4520137392485179
APOG,0000006845,"APOGEE ENTERPRISES, INC.",1404733000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,783212958.0176926,2026-01-04,1.7935517864200958
APPS,0000317788,"DIGITAL TURBINE, INC.",565251000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,487839227.1584244,2025-09-11,1.158682960557488
APRE,0001781983,,,,,7165071.141108036,2025-11-09,
APSI,0001553264,,,,,5952646.037994027,2023-01-22,
APT,0000884269,"ALPHA PRO TECH, LTD.",59142000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,47651706.09754753,2025-11-02,1.2411307976870913
APTN,0001938571,,,,,,,
APTOF,0000882361,Aptose Biosciences Inc.,0.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,,,
APTV,0001521332,APTIV PLC,20398000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,18503051406.49008,2025-10-23,1.102412761651046
APUS,0001894525,,,,,185215728.0,2025-08-17,
APVO,0001671584,,,,,86998307.26982117,2025-11-09,
APWC,0001026980,,,,,31336664.646776676,2025-03-31,
APYX,0000719135,Apyx Medical Corp,52844000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,121022331.40337324,2025-11-03,0.4366466865017532
AQB,0001603978,,,,,5041003.315097094,2025-11-02,
AQMS,0001621832,"Aqua Metals, Inc.",0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,11416760.439095497,2025-11-02,0.0
AQN,0001174169,ALGONQUIN POWER & UTILITIES CORP.,2433600000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,9458732840.076672,2021-03-31,0.2572860488974624
AQST,0001398733,"Aquestive Therapeutics, Inc.",44545000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,598341810.0,2025-11-05,0.07444741326032356
AR,0001433270,ANTERO RESOURCES CORPORATION,5275823000.0,Revenues,CY2025,10123669011.417389,2025-10-23,0.5211374447396464
ARAI,0001818274,Arrive AI Inc.,113250.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,140205672.5,2025-09-03,0.0008077419264188473
ARAY,0001138723,ACCURAY INCORPORATED,458505000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,141128336.5712061,2025-07-29,3.2488514435842015
ARBB,0001930179,,,,,14810498.446052551,2025-09-28,
ARBE,0001861841,Arbe Robotics Ltd.,1026000.0,Revenues,CY2025,173519257.6927142,2025-05-30,0.005912888365491665
ARBK,0001841675,,,,,46852911481.877014,2025-03-31,
ARCB,0000894405,ARCBEST CORPORATION,4010158000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1667243783.9513855,2025-10-28,2.4052619290598782
ARCC,0001287750,,,,,14065026811.266846,2025-10-23,
ARCT,0001768224,ARCTURUS THERAPEUTICS HOLDINGS INC.,82031000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,225111044.37413692,2025-11-06,0.3644023785153056
ARDT,0001756655,"Ardent Health, Inc.",6324339000.0,Revenues,CY2025,2083629928.369855,2025-11-02,3.035250604673306
ARDX,0001437402,"ARDELYX, INC.",407320000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1214553443.9272346,2025-10-26,0.33536605740702424
ARE,0001035443,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",3026556000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,12776477963.805939,2025-10-13,0.2368850013731351
AREB,0001648087,"AMERICAN     REBEL HOLDINGS, INC.",9522109.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,19073958400.0,2025-11-06,0.0004992203925536505
AREC,0001590715,AMERICAN RESOURCES CORPORATION,0.0,Revenues,CY2025,119298323.27316356,2025-08-21,0.0
AREN,0000894871,"THE ARENA GROUP HOLDINGS, INC.",134828000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,198881491.02601194,2025-11-12,0.6779313615582543
ARES,0001176948,ARES MANAGEMENT CORPORATION,5601482000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3030739812.056362,2019-07-28,1.848222660921653
ARGX,0001697862,,,,,35962283221.43628,2025-03-31,
ARHS,0001875444,"Arhaus, Inc.",1379222000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,931235491.7204514,2022-03-01,1.4810668324635012
ARI,0001467760,"Apollo Commercial Real Estate Finance, Inc.",271589000.0,Revenues,CY2025,1428342545.5779943,2025-10-26,0.19014276431155283
ARIS,0001964504,,,,,793598925.0044632,2025-03-31,
ARKB,0001869699,,,,,5006150337.181091,2025-11-02,
ARKO,0001823794,ARKO Corp.,7643471000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,496630035.7592845,2025-11-02,15.390674042326296
